Container_ID,Destination,Goods,Container_Length,Actual_Weight,Shipping_Company,Weight_Difference,Weight_Factor,Destination_Factor,Goods_Factor,Company_Factor,Risk_Score,Decision
C000691,Oman,Tea,48,32842,Mitsui O.S.K. Lines (MOL),192,0.4,0.038,0.17,0.028,0.214,Store to ship
C000692,Italy,Wind Turbine Parts,48,32462,ZIM Integrated Shipping Services,188,0.4,0.026,0.31,0.035,0.232,Store to ship
C000693,Russia,Chemicals,40,27034,Bahri,254,0.6,0.058,0.71,0.037,0.391,Proceed to further inspection
C000694,Mexico,Vegetables,53,33631,OOCL,369,0.8,0.036,0.14,0.028,0.381,Proceed to further inspection
C000695,Ukraine,Pharmaceuticals,45,29254,Seaboard Marine,204,0.6,0.055,0.2,0.035,0.311,Proceed to further inspection
C000696,Oman,Vegetables,20,21327,Safmarine,400,0.8,0.038,0.14,0.035,0.383,Proceed to further inspection
C000697,Brazil,Frozen Meat,20,21821,Seaboard Marine,94,0.07,0.052,0.24,0.035,0.087,Store to ship
C000698,Germany,Granite,40,26512,APL,268,0.6,0.022,0.29,0.031,0.314,Proceed to further inspection
C000699,Russia,Corn,20,21402,TS Lines,325,0.8,0.058,0.16,0.037,0.392,Proceed to further inspection
C000700,Belgium,Tea,40,26905,Global Ocean Logistics,125,0.4,0.023,0.17,0.04,0.21,Store to ship
C000701,Norway,Coal,48,32878,Syrian Shipping Lines,228,0.6,0.02,0.53,0.075,0.354,Proceed to further inspection
C000702,Colombia,Copper,20,21873,ZIM Integrated Shipping Services,146,0.4,0.043,0.35,0.035,0.244,Store to ship
C000703,China,Rice,45,29406,Safmarine,356,0.8,0.073,0.38,0.035,0.431,Proceed to further inspection
C000704,Taiwan,Furniture,40,27149,SM Line,369,0.8,0.032,0.21,0.036,0.392,Proceed to further inspection
C000705,Portugal,Vegetables,53,34211,Unifeeder,211,0.6,0.025,0.14,0.034,0.292,Store to ship
C000706,China,Electrical Cables,45,29404,Bahri,354,0.8,0.073,0.27,0.037,0.414,Proceed to further inspection
C000707,Sweden,Chemicals,20,21529,X-Press Feeders,198,0.4,0.02,0.71,0.036,0.292,Store to ship
C000708,Japan,Pharmaceuticals,45,29063,TS Lines,13,0.01,0.025,0.2,0.037,0.047,Store to ship
C000709,South Korea,Paint,20,21500,X-Press Feeders,227,0.6,0.028,0.41,0.036,0.335,Proceed to further inspection
C000710,Malaysia,Coffee,53,33699,PIL (Pacific International Lines),301,0.8,0.073,0.18,0.034,0.4,Proceed to further inspection
C000711,Bangladesh,Wheat,40,26594,TS Lines,186,0.4,0.07,0.17,0.037,0.225,Store to ship
C000712,United Kingdom,Plastic Granules,53,34166,Safmarine,166,0.4,0.025,0.39,0.035,0.244,Store to ship
C000713,Spain,Leather Goods,20,21794,COSCO Shipping,67,0.07,0.027,0.22,0.032,0.076,Store to ship
C000714,Poland,Pharmaceuticals,48,32844,CMA CGM,194,0.4,0.029,0.2,0.027,0.215,Store to ship
C000715,Egypt,Industrial Tools,40,26729,Black Sea Shipping,51,0.07,0.044,0.3,0.055,0.096,Store to ship
C000716,Saudi Arabia,Rice,40,27004,North Korea Shipping Corporation,224,0.6,0.05,0.38,0.085,0.342,Proceed to further inspection
C000717,Philippines,Food Products,40,27161,Roy Shipping Agency,381,0.8,0.043,0.16,0.079,0.391,Proceed to further inspection
C000718,Thailand,Corn,53,34387,Matson Navigation,387,0.8,0.042,0.16,0.028,0.386,Proceed to further inspection
C000719,Turkey,Scientific Instruments,20,21459,TS Lines,268,0.6,0.055,0.25,0.037,0.319,Proceed to further inspection
C000720,Philippines,Dairy Products,20,21948,Yang Ming Marine,221,0.6,0.043,0.2,0.031,0.307,Proceed to further inspection
C000721,Sri Lanka,Paint,48,32968,Emirates Shipping Line,318,0.8,0.075,0.41,0.034,0.436,Proceed to further inspection
C000722,Bangladesh,Solvents,53,34191,Nippon Yusen Kaisha (NYK),191,0.4,0.07,0.78,0.029,0.318,Proceed to further inspection
C000723,Sweden,Marble,40,26444,Iran Shipping Lines,336,0.8,0.02,0.28,0.07,0.402,Proceed to further inspection
C000724,Kenya,Fertilizer,40,26963,COSCO Shipping,183,0.4,0.049,0.46,0.032,0.262,Store to ship
C000725,France,Textiles,40,27050,PIL (Pacific International Lines),270,0.6,0.024,0.2,0.034,0.301,Proceed to further inspection
C000726,Qatar,Rice,20,22089,SM Line,362,0.8,0.035,0.38,0.036,0.419,Proceed to further inspection
C000727,Singapore,Copper,53,33796,X-Press Feeders,204,0.6,0.02,0.35,0.036,0.323,Proceed to further inspection
C000728,Thailand,Textiles,48,32447,K Line,203,0.6,0.042,0.2,0.029,0.306,Proceed to further inspection
C000729,Thailand,Fertilizer,20,21763,CMA CGM,36,0.01,0.042,0.46,0.027,0.091,Store to ship
C000730,Denmark,Industrial Chemicals,48,32596,ZIM Integrated Shipping Services,54,0.07,0.02,0.75,0.035,0.156,Store to ship
C000731,Chile,Solvents,20,21488,Roy Shipping Agency,239,0.6,0.039,0.78,0.079,0.399,Proceed to further inspection
C000732,Vietnam,Vehicles,20,21977,K Line,250,0.6,0.048,0.36,0.029,0.333,Proceed to further inspection
C000733,Saudi Arabia,Cement,20,22051,Safmarine,324,0.8,0.05,0.3,0.035,0.411,Proceed to further inspection
C000734,Vietnam,Batteries,20,21389,Black Sea Shipping,338,0.8,0.048,0.68,0.055,0.471,Proceed to further inspection
C000735,Portugal,Computers,20,22088,SITC International,361,0.8,0.025,0.26,0.038,0.397,Proceed to further inspection
C000736,Poland,Machinery,45,28897,TS Lines,153,0.4,0.029,0.34,0.037,0.238,Store to ship
C000737,Philippines,Scientific Instruments,40,26405,Mediterranean Shipping Company (MSC),375,0.8,0.043,0.25,0.026,0.4,Proceed to further inspection
C000738,Thailand,Fertilizer,48,32273,Baltic Shipping Company,377,0.8,0.042,0.46,0.041,0.434,Proceed to further inspection
C000739,Hong Kong,Timber,48,32302,Evergreen Marine,348,0.8,0.03,0.29,0.029,0.403,Proceed to further inspection
C000740,Singapore,Plastic Granules,20,21339,Crowley Maritime,388,0.8,0.02,0.39,0.033,0.415,Proceed to further inspection
C000741,New Zealand,Timber,45,28730,Nippon Yusen Kaisha (NYK),320,0.8,0.021,0.29,0.029,0.4,Proceed to further inspection
C000742,Ukraine,Paint,20,21452,X-Press Feeders,275,0.6,0.055,0.41,0.036,0.343,Proceed to further inspection
C000743,Chile,Vehicles,20,21847,Hamburg Süd,120,0.4,0.039,0.36,0.03,0.244,Store to ship
C000744,Qatar,Wheat,20,21637,TS Lines,90,0.07,0.035,0.17,0.037,0.071,Store to ship
C000745,France,Frozen Meat,20,21942,Baltic Shipping Company,215,0.6,0.024,0.24,0.041,0.308,Proceed to further inspection
C000746,Greece,Plastic Granules,53,34331,Maersk,331,0.8,0.024,0.39,0.025,0.416,Proceed to further inspection
C000747,Colombia,Dairy Products,48,32849,ZIM Integrated Shipping Services,199,0.4,0.043,0.2,0.035,0.221,Store to ship
C000748,Ukraine,Frozen Meat,40,26413,Grimaldi Lines,367,0.8,0.055,0.24,0.033,0.403,Proceed to further inspection
C000749,Australia,Seafood,53,34085,Hyundai Merchant Marine (HMM),85,0.07,0.023,0.22,0.03,0.074,Store to ship
C000750,Sri Lanka,Frozen Meat,45,29318,Star Container Services,268,0.6,0.075,0.24,0.065,0.326,Proceed to further inspection
C000751,Mexico,Industrial Chemicals,40,26492,Res Trans-Logis,288,0.6,0.036,0.75,0.042,0.39,Proceed to further inspection
C000752,Brazil,Rice,48,32338,Seaboard Marine,312,0.8,0.052,0.38,0.035,0.424,Proceed to further inspection
C000753,Poland,Rice,20,21785,Maersk,58,0.07,0.029,0.38,0.025,0.1,Store to ship
C000754,Poland,Electrical Cables,45,29129,Hamburg Süd,79,0.07,0.029,0.27,0.03,0.084,Store to ship
C000755,Mexico,Ceramics,20,22071,Bahri,344,0.8,0.036,0.25,0.037,0.399,Proceed to further inspection
C000756,Kenya,Heavy Machinery,45,29154,K Line,104,0.4,0.049,0.49,0.029,0.267,Store to ship
C000757,New Zealand,Medical Equipment,40,26553,OOCL,227,0.6,0.021,0.23,0.028,0.304,Proceed to further inspection
C000758,Oman,Coffee,20,21571,Unifeeder,156,0.4,0.038,0.18,0.034,0.216,Store to ship
C000759,Peru,Vaccines,40,26591,Seaboard Marine,189,0.4,0.041,0.19,0.035,0.219,Store to ship
C000760,Morocco,Steel Coils,40,26742,Wan Hai Lines,38,0.01,0.04,0.4,0.032,0.082,Store to ship
C000761,Saudi Arabia,Wheat,40,27162,North Korea Shipping Corporation,382,0.8,0.05,0.17,0.085,0.396,Proceed to further inspection
C000762,Chile,Natural Gas Equipment,45,29056,Seaboard Marine,6,0.01,0.039,0.52,0.035,0.1,Store to ship
C000763,Mexico,Footwear,45,28910,X-Press Feeders,140,0.4,0.036,0.19,0.036,0.217,Store to ship
C000764,United Arab Emirates,Petroleum Products,20,21508,Grimaldi Lines,219,0.6,0.045,0.84,0.033,0.406,Proceed to further inspection
C000765,Egypt,Wind Turbine Parts,48,32292,Nippon Yusen Kaisha (NYK),358,0.8,0.044,0.31,0.029,0.41,Proceed to further inspection
C000766,Taiwan,Fruits,48,32588,Ocean Network Express (ONE),62,0.07,0.032,0.15,0.027,0.066,Store to ship
C000767,France,Solvents,48,32724,Baltic Shipping Company,74,0.07,0.024,0.78,0.041,0.162,Store to ship
C000768,Chile,Petroleum Products,48,32650,OOCL,0,0.01,0.039,0.84,0.028,0.149,Store to ship
C000769,Chile,Aluminum,48,32963,Bahri,313,0.8,0.039,0.33,0.037,0.413,Proceed to further inspection
C000770,Argentina,Semiconductors,48,32445,Bahri,205,0.6,0.05,0.32,0.037,0.328,Proceed to further inspection
C000771,Chile,Textiles,48,32664,Bahri,14,0.01,0.039,0.2,0.037,0.051,Store to ship
C000772,Singapore,Vegetables,40,26798,Syrian Shipping Lines,18,0.01,0.02,0.14,0.075,0.039,Store to ship
C000773,Turkey,Furniture,20,21707,Mitsui O.S.K. Lines (MOL),20,0.01,0.055,0.21,0.028,0.057,Store to ship
C000774,Bangladesh,Electronics,45,29258,APL,208,0.6,0.07,0.28,0.031,0.328,Proceed to further inspection
C000775,Argentina,Industrial Chemicals,48,32646,Unifeeder,4,0.01,0.05,0.75,0.034,0.139,Store to ship
C000776,Sri Lanka,Steel Coils,20,22092,Syrian Shipping Lines,365,0.8,0.075,0.4,0.075,0.438,Proceed to further inspection
C000777,South Africa,Automobile Parts,48,32357,Seaboard Marine,293,0.6,0.046,0.31,0.035,0.325,Proceed to further inspection
C000778,Singapore,Rice,20,21795,Maersk,68,0.07,0.02,0.38,0.025,0.098,Store to ship
C000779,New Zealand,Mobile Phones,40,27011,Bahri,231,0.6,0.021,0.27,0.037,0.311,Proceed to further inspection
C000780,Morocco,Paper,53,34191,Mediterranean Shipping Company (MSC),191,0.4,0.04,0.21,0.026,0.22,Store to ship
C000781,United Arab Emirates,Copper,40,26841,Hapag-Lloyd,61,0.07,0.045,0.35,0.028,0.101,Store to ship
C000782,Pakistan,Leather Goods,53,34299,APL,299,0.6,0.06,0.22,0.031,0.315,Proceed to further inspection
C000783,India,Aluminum,48,32670,Wan Hai Lines,20,0.01,0.04,0.33,0.032,0.071,Store to ship
C000784,Netherlands,Mobile Phones,45,29135,Sinokor Merchant Marine,85,0.07,0.021,0.27,0.036,0.082,Store to ship
C000785,Denmark,Rubber,40,26588,X-Press Feeders,192,0.4,0.02,0.27,0.036,0.224,Store to ship
C000786,Japan,Timber,53,34334,Sinokor Merchant Marine,334,0.8,0.025,0.29,0.036,0.402,Proceed to further inspection
C000787,Turkey,Vehicles,20,21951,Roy Shipping Agency,224,0.6,0.055,0.36,0.079,0.34,Proceed to further inspection
C000788,India,Lubricants,53,33682,ZIM Integrated Shipping Services,318,0.8,0.04,0.37,0.035,0.419,Proceed to further inspection
C000789,Sweden,Automobile Parts,20,21362,Crowley Maritime,365,0.8,0.02,0.31,0.033,0.403,Proceed to further inspection
C000790,Canada,Petroleum Products,48,32784,Grimaldi Lines,134,0.4,0.024,0.84,0.033,0.313,Proceed to further inspection
C000791,Italy,Coffee,20,21407,Bahri,320,0.8,0.026,0.18,0.037,0.385,Proceed to further inspection
C000792,Philippines,Ceramics,48,32976,ZIM Integrated Shipping Services,326,0.8,0.043,0.25,0.035,0.401,Proceed to further inspection
C000793,Germany,Aluminum,45,29177,Unifeeder,127,0.4,0.022,0.33,0.034,0.234,Store to ship
C000794,Thailand,Electrical Cables,48,32577,X-Press Feeders,73,0.07,0.042,0.27,0.036,0.089,Store to ship
C000795,Germany,Iron Ore,48,32786,Black Sea Shipping,136,0.4,0.022,0.64,0.055,0.284,Store to ship
C000796,Egypt,Solar Panels,45,29315,Syrian Shipping Lines,265,0.6,0.044,0.24,0.075,0.317,Proceed to further inspection
C000797,Germany,Footwear,45,28691,ZIM Integrated Shipping Services,359,0.8,0.022,0.19,0.035,0.385,Proceed to further inspection
C000798,Canada,Fertilizer,20,21707,PIL (Pacific International Lines),20,0.01,0.024,0.46,0.034,0.086,Store to ship
C000799,Canada,Medical Equipment,20,21569,Mediterranean Shipping Company (MSC),158,0.4,0.024,0.23,0.026,0.218,Store to ship
C000800,Mexico,Electronics,53,33998,Sinokor Merchant Marine,2,0.01,0.036,0.28,0.036,0.062,Store to ship
C000801,Ukraine,Coffee,20,22117,Crowley Maritime,390,0.8,0.055,0.18,0.033,0.394,Proceed to further inspection
C000802,Bangladesh,Solvents,48,32324,Wan Hai Lines,326,0.8,0.07,0.78,0.032,0.491,Proceed to further inspection
C000803,Egypt,Coffee,53,33877,Emirates Shipping Line,123,0.4,0.044,0.18,0.034,0.218,Store to ship
C000804,Argentina,Lithium Batteries,40,26757,Res Trans-Logis,23,0.01,0.05,0.82,0.042,0.151,Store to ship
C000805,Sri Lanka,Computers,20,21923,SITC International,196,0.4,0.075,0.26,0.038,0.241,Store to ship
C000806,Denmark,Industrial Tools,20,21779,North Korea Shipping Corporation,52,0.07,0.02,0.3,0.085,0.091,Store to ship
C000807,Colombia,Electrical Cables,45,29079,Seaboard Marine,29,0.01,0.043,0.27,0.035,0.063,Store to ship
C000808,Sweden,Dairy Products,45,29349,SITC International,299,0.6,0.02,0.2,0.038,0.3,Proceed to further inspection
C000809,Ukraine,Lithium Batteries,40,27109,Seaboard Marine,329,0.8,0.055,0.82,0.035,0.493,Proceed to further inspection
C000810,Singapore,Machinery,48,32960,PIL (Pacific International Lines),310,0.8,0.02,0.34,0.034,0.408,Proceed to further inspection
C000811,Russia,Natural Gas Equipment,48,32853,X-Press Feeders,203,0.6,0.058,0.52,0.036,0.361,Proceed to further inspection
C000812,Canada,Cement,48,32351,Res Trans-Logis,299,0.6,0.024,0.3,0.042,0.317,Proceed to further inspection
C000813,Vietnam,Natural Gas Equipment,40,26616,Star Container Services,164,0.4,0.048,0.52,0.065,0.274,Store to ship
C000814,Sweden,Fruits,53,34172,North Korea Shipping Corporation,172,0.4,0.02,0.15,0.085,0.21,Store to ship
C000815,Italy,Automobile Parts,48,32494,Emirates Shipping Line,156,0.4,0.026,0.31,0.034,0.232,Store to ship
C000816,Thailand,Sugar,48,32400,Hapag-Lloyd,250,0.6,0.042,0.18,0.028,0.303,Proceed to further inspection
C000817,South Africa,Vehicles,20,21657,Ocean Network Express (ONE),70,0.07,0.046,0.36,0.027,0.103,Store to ship
C000818,Italy,Ceramics,53,34109,PIL (Pacific International Lines),109,0.4,0.026,0.25,0.034,0.223,Store to ship
C000819,Vietnam,Petroleum Products,53,34002,Roy Shipping Agency,2,0.01,0.048,0.84,0.079,0.157,Store to ship
C000820,Thailand,Industrial Chemicals,20,21457,SITC International,270,0.6,0.042,0.75,0.038,0.392,Proceed to further inspection
C000821,Ukraine,Fruits,45,28813,Crowley Maritime,237,0.6,0.055,0.15,0.033,0.303,Proceed to further inspection
C000822,Sweden,Computers,20,21390,APL,337,0.8,0.02,0.26,0.031,0.395,Proceed to further inspection
C000823,Qatar,Petroleum Products,53,34200,SITC International,200,0.4,0.035,0.84,0.038,0.317,Proceed to further inspection
C000824,Sweden,Coal,40,26648,ZIM Integrated Shipping Services,132,0.4,0.02,0.53,0.035,0.264,Store to ship
C000825,Russia,Leather Goods,53,33708,CMA CGM,292,0.6,0.058,0.22,0.027,0.314,Proceed to further inspection
C000826,Mexico,Rubber,20,21531,APL,196,0.4,0.036,0.27,0.031,0.229,Store to ship
C000827,South Korea,Vegetables,48,32522,Yang Ming Marine,128,0.4,0.028,0.14,0.031,0.206,Store to ship
C000828,Nigeria,Vaccines,45,28793,Hyundai Merchant Marine (HMM),257,0.6,0.065,0.19,0.03,0.312,Proceed to further inspection
C000829,Russia,Medical Equipment,53,34363,Global Ocean Logistics,363,0.8,0.058,0.23,0.04,0.403,Proceed to further inspection
C000830,Japan,Paper,53,33872,K Line,128,0.4,0.025,0.21,0.029,0.216,Store to ship
C000831,Kenya,Frozen Meat,40,26885,CMA CGM,105,0.4,0.049,0.24,0.027,0.228,Store to ship
C000832,Singapore,Frozen Meat,48,32944,CMA CGM,294,0.6,0.02,0.24,0.027,0.305,Proceed to further inspection
C000833,Mexico,Food Products,53,33631,TS Lines,369,0.8,0.036,0.16,0.037,0.385,Proceed to further inspection
C000834,Nigeria,Rubber,20,21596,Emirates Shipping Line,131,0.4,0.065,0.27,0.034,0.238,Store to ship
C000835,United Kingdom,Sand,40,26704,SM Line,76,0.07,0.025,0.42,0.036,0.106,Store to ship
C000836,Japan,Batteries,48,32891,Matson Navigation,241,0.6,0.025,0.68,0.028,0.375,Proceed to further inspection
C000837,Morocco,Steel Coils,20,21689,Hamburg Süd,38,0.01,0.04,0.4,0.03,0.082,Store to ship
C000838,United Arab Emirates,Solvents,45,29373,Hapag-Lloyd,323,0.8,0.045,0.78,0.028,0.483,Proceed to further inspection
C000839,Mexico,Food Products,53,33704,Nippon Yusen Kaisha (NYK),296,0.6,0.036,0.16,0.029,0.298,Store to ship
C000840,New Zealand,Mobile Phones,48,32522,Safmarine,128,0.4,0.021,0.27,0.035,0.224,Store to ship
C000841,Russia,Heavy Machinery,53,33844,Iran Shipping Lines,156,0.4,0.058,0.49,0.07,0.274,Store to ship
C000842,Norway,Cement,20,21526,Emirates Shipping Line,201,0.6,0.02,0.3,0.034,0.315,Proceed to further inspection
C000843,Turkey,Industrial Chemicals,20,22103,Grimaldi Lines,376,0.8,0.055,0.75,0.033,0.482,Proceed to further inspection
C000844,France,Heavy Machinery,53,34064,TS Lines,64,0.07,0.024,0.49,0.037,0.117,Store to ship
C000845,Hong Kong,Rice,45,28759,APL,291,0.6,0.03,0.38,0.031,0.33,Proceed to further inspection
C000846,Egypt,Vaccines,53,33886,Hamburg Süd,114,0.4,0.044,0.19,0.03,0.219,Store to ship
C000847,Taiwan,Garments,45,29294,Black Sea Shipping,244,0.6,0.032,0.17,0.055,0.301,Proceed to further inspection
C000848,Spain,Wheat,45,29269,K Line,219,0.6,0.027,0.17,0.029,0.297,Store to ship
C000849,Poland,Tea,45,28766,CMA CGM,284,0.6,0.029,0.17,0.027,0.297,Store to ship
C000850,Australia,Coal,20,21555,TS Lines,172,0.4,0.023,0.53,0.037,0.265,Store to ship
C000851,United Kingdom,Garments,40,26865,Nippon Yusen Kaisha (NYK),85,0.07,0.025,0.17,0.029,0.067,Store to ship
C000852,Vietnam,Dairy Products,40,27123,Emirates Shipping Line,343,0.8,0.048,0.2,0.034,0.395,Proceed to further inspection
C000853,Norway,Vegetables,20,21514,Emirates Shipping Line,213,0.6,0.02,0.14,0.034,0.29,Store to ship
C000854,Spain,Chemicals,40,27000,SITC International,220,0.6,0.027,0.71,0.038,0.381,Proceed to further inspection
C000855,Oman,Vehicles,40,27078,ZIM Integrated Shipping Services,298,0.6,0.038,0.36,0.035,0.33,Proceed to further inspection
C000856,Indonesia,Wheat,45,29307,Mitsui O.S.K. Lines (MOL),257,0.6,0.047,0.17,0.028,0.303,Proceed to further inspection
C000857,Indonesia,Computers,48,32691,PIL (Pacific International Lines),41,0.01,0.047,0.26,0.034,0.063,Store to ship
C000858,Germany,Petroleum Products,53,34371,Seaboard Marine,371,0.8,0.022,0.84,0.035,0.486,Proceed to further inspection
C000859,France,Machinery,45,29232,Hyundai Merchant Marine (HMM),182,0.4,0.024,0.34,0.03,0.236,Store to ship
C000860,Mexico,Garments,20,21650,Ocean Network Express (ONE),77,0.07,0.036,0.17,0.027,0.071,Store to ship
C000861,Egypt,Batteries,45,29099,COSCO Shipping,49,0.01,0.044,0.68,0.032,0.126,Store to ship
C000862,Indonesia,Petroleum Products,48,32550,TS Lines,100,0.07,0.047,0.84,0.037,0.178,Store to ship
C000863,India,Solvents,48,32427,Baltic Shipping Company,223,0.6,0.04,0.78,0.041,0.396,Proceed to further inspection
C000864,Australia,Scientific Instruments,53,33717,Grimaldi Lines,283,0.6,0.023,0.25,0.033,0.308,Proceed to further inspection
C000865,Morocco,Lithium Batteries,48,32655,Emirates Shipping Line,5,0.01,0.04,0.82,0.034,0.147,Store to ship
C000866,United Arab Emirates,Computers,48,32289,SM Line,361,0.8,0.045,0.26,0.036,0.404,Proceed to further inspection
C000867,Mexico,Batteries,40,26756,Hapag-Lloyd,24,0.01,0.036,0.68,0.028,0.123,Store to ship
C000868,Russia,Sand,48,32690,SM Line,40,0.01,0.058,0.42,0.036,0.091,Store to ship
C000869,Vietnam,Wind Turbine Parts,48,32617,Emirates Shipping Line,33,0.01,0.048,0.31,0.034,0.071,Store to ship
C000870,Chile,Computers,20,21646,Yang Ming Marine,81,0.07,0.039,0.26,0.031,0.086,Store to ship
C000871,Qatar,Leather Goods,45,29387,North Korea Shipping Corporation,337,0.8,0.035,0.22,0.085,0.399,Proceed to further inspection
C000872,Portugal,Ceramics,48,32478,Wan Hai Lines,172,0.4,0.025,0.25,0.032,0.222,Store to ship
C000873,Kenya,Paper,45,28959,North Korea Shipping Corporation,91,0.07,0.049,0.21,0.085,0.086,Store to ship
C000874,Netherlands,Paper,48,32277,Safmarine,373,0.8,0.021,0.21,0.035,0.388,Proceed to further inspection
C000875,Sri Lanka,Glass,48,32577,Maersk,73,0.07,0.075,0.24,0.025,0.094,Store to ship
C000876,Peru,Timber,20,21518,Safmarine,209,0.6,0.041,0.29,0.035,0.32,Proceed to further inspection
C000877,Portugal,Coffee,20,21474,Syrian Shipping Lines,253,0.6,0.025,0.18,0.075,0.302,Proceed to further inspection
C000878,Bangladesh,Batteries,20,21723,COSCO Shipping,4,0.01,0.07,0.68,0.032,0.134,Store to ship
C000879,Spain,Vegetables,48,32418,OOCL,232,0.6,0.027,0.14,0.028,0.292,Store to ship
C000880,Spain,Glass,53,34329,Evergreen Marine,329,0.8,0.027,0.24,0.029,0.394,Proceed to further inspection
C000881,Italy,Automobile Parts,45,29183,TS Lines,133,0.4,0.026,0.31,0.037,0.232,Store to ship
C000882,Turkey,Furniture,20,21686,Syrian Shipping Lines,41,0.01,0.055,0.21,0.075,0.061,Store to ship
C000883,Kenya,Iron Ore,20,21710,North Korea Shipping Corporation,17,0.01,0.049,0.64,0.085,0.127,Store to ship
C000884,Philippines,Frozen Meat,20,21970,Syrian Shipping Lines,243,0.6,0.043,0.24,0.075,0.317,Proceed to further inspection
C000885,Italy,Scientific Instruments,53,34303,COSCO Shipping,303,0.8,0.026,0.25,0.032,0.396,Proceed to further inspection
C000886,Denmark,Vaccines,48,32965,Hamburg Süd,315,0.8,0.02,0.19,0.03,0.384,Proceed to further inspection
C000887,Brazil,Textiles,45,29040,North Korea Shipping Corporation,10,0.01,0.052,0.2,0.085,0.06,Store to ship
C000888,Norway,Coal,45,29402,TS Lines,352,0.8,0.02,0.53,0.037,0.437,Proceed to further inspection
C000889,Indonesia,Vegetables,45,29198,X-Press Feeders,148,0.4,0.047,0.14,0.036,0.213,Store to ship
C000890,Netherlands,Cotton,20,21418,Syrian Shipping Lines,309,0.8,0.021,0.18,0.075,0.387,Proceed to further inspection
C000891,Russia,Electrical Cables,40,26788,SITC International,8,0.01,0.058,0.27,0.038,0.068,Store to ship
C000892,Colombia,Mobile Phones,45,28913,X-Press Feeders,137,0.4,0.043,0.27,0.036,0.232,Store to ship
C000893,France,Lithium Batteries,40,26560,Mitsui O.S.K. Lines (MOL),220,0.6,0.024,0.82,0.028,0.396,Proceed to further inspection
C000894,Vietnam,Computers,45,29357,ZIM Integrated Shipping Services,307,0.8,0.048,0.26,0.035,0.404,Proceed to further inspection
C000895,Turkey,Garments,48,32497,ZIM Integrated Shipping Services,153,0.4,0.055,0.17,0.035,0.22,Store to ship
C000896,United States,Garments,48,32983,Evergreen Marine,333,0.8,0.028,0.17,0.029,0.384,Proceed to further inspection
C000897,Brazil,Mobile Phones,20,21382,Star Container Services,345,0.8,0.052,0.27,0.065,0.41,Proceed to further inspection
C000898,Ukraine,Timber,20,21898,Mediterranean Shipping Company (MSC),171,0.4,0.055,0.29,0.026,0.238,Store to ship
C000899,United Arab Emirates,Automobile Parts,45,28686,CMA CGM,364,0.8,0.045,0.31,0.027,0.41,Proceed to further inspection
C000900,Netherlands,Tea,40,26562,Bahri,218,0.6,0.021,0.17,0.037,0.296,Store to ship
C000901,Russia,Semiconductors,20,21829,Safmarine,102,0.4,0.058,0.32,0.035,0.244,Store to ship
C000902,Greece,Cotton,48,32805,Baltic Shipping Company,155,0.4,0.024,0.18,0.041,0.212,Store to ship
C000903,Kenya,Copper,45,29298,Syrian Shipping Lines,248,0.6,0.049,0.35,0.075,0.336,Proceed to further inspection
C000904,Russia,Granite,53,34296,TS Lines,296,0.6,0.058,0.29,0.037,0.326,Proceed to further inspection
C000905,Japan,Paper,40,26789,Iran Shipping Lines,9,0.01,0.025,0.21,0.07,0.051,Store to ship
C000906,Italy,Industrial Chemicals,53,33840,CMA CGM,160,0.4,0.026,0.75,0.027,0.299,Store to ship
C000907,Spain,Wheat,53,34220,OOCL,220,0.6,0.027,0.17,0.028,0.297,Store to ship
C000908,Australia,Solar Panels,40,26737,TS Lines,43,0.01,0.023,0.24,0.037,0.052,Store to ship
C000909,Denmark,Coffee,53,34219,Sinokor Merchant Marine,219,0.6,0.02,0.18,0.036,0.297,Store to ship
C000910,Mexico,Seafood,40,27141,Nippon Yusen Kaisha (NYK),361,0.8,0.036,0.22,0.029,0.394,Proceed to further inspection
C000911,Hong Kong,Glass,20,21425,PIL (Pacific International Lines),302,0.8,0.03,0.24,0.034,0.395,Proceed to further inspection
C000912,Philippines,Ceramics,53,33898,Roy Shipping Agency,102,0.4,0.043,0.25,0.079,0.233,Store to ship
C000913,Argentina,Vaccines,40,26765,Sinokor Merchant Marine,15,0.01,0.05,0.19,0.036,0.053,Store to ship
C000914,United States,Coffee,48,32256,Ocean Network Express (ONE),394,0.8,0.028,0.18,0.027,0.385,Proceed to further inspection
C000915,Taiwan,Heavy Machinery,48,32764,Baltic Shipping Company,114,0.4,0.032,0.49,0.041,0.262,Store to ship
C000916,Thailand,Electrical Cables,48,32629,TS Lines,21,0.01,0.042,0.27,0.037,0.063,Store to ship
C000917,Germany,Rubber,48,32261,Baltic Shipping Company,389,0.8,0.022,0.27,0.041,0.398,Proceed to further inspection
C000918,New Zealand,Batteries,53,33724,Mediterranean Shipping Company (MSC),276,0.6,0.021,0.68,0.026,0.373,Proceed to further inspection
C000919,Spain,Medical Equipment,48,32976,Bahri,326,0.8,0.027,0.23,0.037,0.393,Proceed to further inspection
C000920,Spain,Electrical Cables,48,32718,Syrian Shipping Lines,68,0.07,0.027,0.27,0.075,0.088,Store to ship
C000921,Turkey,Seafood,40,26659,K Line,121,0.4,0.055,0.22,0.029,0.227,Store to ship
C000922,Malaysia,Wheat,20,21409,Black Sea Shipping,318,0.8,0.073,0.17,0.055,0.4,Proceed to further inspection
